species,nobs,taxonKeys,Kingdom,Phylum,Class,Order,Family,Genus,analyzed,NativeStatus
Eubolina impartialis,833,1791372,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eubolina,yes,
Euborellia annulipes,359,1419894,Animalia,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia,yes,
Euchaetes egle,6539,5116353,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Euchaetes,yes,
Eucheilota bakeri,176,2267675,Animalia,Cnidaria,Hydrozoa,Leptothecata,Lovenellidae,Eucheilota,no,
Euchloe ausonides,875,1919327,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Euchloe,yes,
Euchromius ocellea,1740,1891167,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Euchromius,yes,
Euclea incisa,575,5105369,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Euclea,yes,
Eucteniza relata,126,2140718,Animalia,Arthropoda,NA,Araneae,Euctenizidae,Eucteniza,yes,
Eudiagogus pulcher,233,1230405,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Eudiagogus,yes,
Eudocimus albus,968603,5229205,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,yes,
Eudryas unio,1508,5112130,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eudryas,yes,
Euglandina rosea,972,2294109,Animalia,Mollusca,Gastropoda,Stylommatophora,Spiraxidae,Euglandina,yes,
Eulithis diversilineata,1038,1965805,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eulithis,yes,
Eumaeus atala,621,5139909,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Eumaeus,yes,
Eumarozia malachitana,906,1743461,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eumarozia,yes,
Eumenes fraternus,2908,5037177,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Eumenes,yes,
Eumenes mediterraneus,30,5036847,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Eumenes,yes,
Eumorpha pandorus,1926,5123999,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Eumorpha,yes,
Eumorpha vitis,900,5123979,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Eumorpha,yes,
Euodynerus foraminatus,687,5037605,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Euodynerus,yes,
Euodynerus hidalgo,819,5037590,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Euodynerus,yes,
Euodynerus pratensis,283,5037721,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Euodynerus,yes,
Eupackardia calleta,335,1866601,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Eupackardia,yes,
Eupeodes americanus,2610,1540711,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,yes,
Eupeodes fumipennis,796,1540774,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,yes,
Eupeodes volucris,1508,1540826,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,yes,
Euphagus carolinus,325147,2484184,Animalia,Chordata,Aves,Passeriformes,Icteridae,Euphagus,yes,
Euphagus cyanocephalus,1081366,2484183,Animalia,Chordata,Aves,Passeriformes,Icteridae,Euphagus,yes,
Euphoria inda,763,4995934,Animalia,Arthropoda,Insecta,Coleoptera,Cetoniidae,Euphoria,yes,
Euphoria kernii,1110,7417707,Animalia,Arthropoda,Insecta,Coleoptera,Cetoniidae,Euphoria,yes,
Euphoria sepulcralis,1297,4995949,Animalia,Arthropoda,Insecta,Coleoptera,Cetoniidae,Euphoria,yes,
Euphydryas phaeton,1892,1895138,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Euphydryas,yes,
Euphyes vestris,4348,1942947,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Euphyes,yes,
Eupithecia miserulata,1554,1982613,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,yes,
Euplectes franciscanus,11176,2494086,Animalia,Chordata,Aves,Passeriformes,Ploceidae,Euplectes,yes,Exotic
Eupteryx decemnotata,137,5985037,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Eupteryx,yes,
Euptoieta claudia,15530,1894342,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Euptoieta,yes,
Euptychia cymela,7918,5133009,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Euptychia,yes,
Eurema daira,5896,5137819,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Eurema,yes,
Eurosta solidaginis,2153,1629345,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Eurosta,yes,
Eurycea bislineata,2953,5218376,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,yes,
Eurycea cirrigera,2892,5218366,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,yes,
Eurycea lucifuga,844,5218351,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Eurycea,yes,
Eurytetranychus buxi,218,2128890,Animalia,Arthropoda,NA,Trombidiformes,Tetranychidae,Eurytetranychus,yes,
Eusattus reticulatus,173,9726304,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Eusattus,yes,
Euschistus servus,889,2079071,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Euschistus,yes,
Euspira heros,984,5192505,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Euspira,no,
Eutrapela clemataria,2835,5148520,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eutrapela,yes,
Evania appendigaster,749,1249184,Animalia,Arthropoda,Insecta,Hymenoptera,Evaniidae,Evania,yes,
Evasterias troschelii,1203,4305407,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,no,
Evergestis rimosalis,422,1891488,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Evergestis,yes,
Excultanus excultus,305,2049241,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Excultanus,yes,
Exomala orientalis,2753,5875148,Animalia,Arthropoda,Insecta,Coleoptera,Rutelidae,Exomala,yes,
Falco columbarius,736251,9813242,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,yes,
Falco mexicanus,121911,2481000,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,yes,
Falco peregrinus,733472,2481047,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,yes,
Faxonius virilis,1564,8971201,Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Faxonius,no,
Ficopomatus enigmaticus,140,2327735,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Ficopomatus,no,
Fissurella volcano,523,2293579,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Fissurella,no,
Fixsenia favonius,502,1931784,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Fixsenia,yes,
Flabellinopsis iodinea,599,2292277,Animalia,Mollusca,Gastropoda,Nudibranchia,Flabellinopsidae,Flabellinopsis,no,
Flatormenis proxima,1817,8052787,Animalia,Arthropoda,Insecta,Hemiptera,Flatidae,Flatormenis,yes,
Forficula auricularia,4748,1419845,Animalia,Arthropoda,Insecta,Dermaptera,Forficulidae,Forficula,yes,Exotic
Formica obscuripes,1782,1314869,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Formica,yes,
Fregata magnificens,348407,2480189,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,yes,
Fulica americana,3057859,2474393,Animalia,Chordata,Aves,Gruiformes,Rallidae,Fulica,yes,
Fundulus diaphanus,1687,5712054,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,no,
Galasa nigrinodis,1285,1871175,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Galasa,yes,
Galgula partita,4255,1787438,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Galgula,yes,
Gallinago delicata,743867,2481817,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,yes,
Gallinula chloropus,739514,5228199,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,yes,
Gambusia affinis,10421,2350580,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,no,
Gambusia holbrooki,2130,2350570,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,no,
Gasteracantha cancriformis,9848,2158546,Animalia,Arthropoda,NA,Araneae,Araneidae,Gasteracantha,yes,
Gasterosteus aculeatus,4766,4286327,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Gasterosteus,no,
Gavia pacifica,150778,2481955,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,yes,
Gavia stellata,331036,2481958,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,yes,
Gekko gecko,212,2447367,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gekko,yes,Exotic
Gelochelidon nilotica,80371,2481263,Animalia,Chordata,Aves,Charadriiformes,Laridae,Gelochelidon,yes,
Geococcyx californianus,280197,2496459,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Geococcyx,yes,
Geothlypis formosa,140371,6093586,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,yes,
Geothlypis philadelphia,146144,5789148,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,yes,
Geothlypis tolmiei,228793,5789146,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,yes,
Gerrhonotus infernalis,449,2468299,Animalia,Chordata,Reptilia,Squamata,Anguidae,Gerrhonotus,yes,
Geukensia demissa,1424,2285800,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Geukensia,no,
Gibbifer californicus,865,1042621,Animalia,Arthropoda,Insecta,Coleoptera,Erotylidae,Gibbifer,yes,
Girella nigricans,13937,2381219,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,Girella,no,
Glaphyria sesquistrialis,989,5127116,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Glaphyria,yes,
Glaucidium gnoma,45588,9616953,Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,yes,
Glaucopsyche lygdamus,4139,1924106,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Glaucopsyche,yes,
Glena quinquelinearia,395,1965671,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Glena,yes,
Glenoides texanaria,1496,1987301,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Glenoides,yes,
Glycaspis brimblecombei,490,2013501,Animalia,Arthropoda,Insecta,Hemiptera,Aphalaridae,Glycaspis,yes,
Gnorimoschema baccharisella,259,1851670,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Gnorimoschema,yes,
Gomphurus externus,1023,1425596,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Gomphurus,yes,
Gomphurus vastus,1236,1425585,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Gomphurus,yes,
Gopherus morafkai,483,7704598,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,yes,
Gopherus polyphemus,3773,2441812,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,yes,
Gracula religiosa,1648,2488999,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Gracula,yes,Exotic
Graphocephala atropunctata,518,2041614,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Graphocephala,yes,
Graphocephala coccinea,2820,9693162,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Graphocephala,yes,
Graphocephala fennahi,434,2041682,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Graphocephala,yes,
Graphocephala versuta,1545,2041644,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Graphocephala,yes,
Graptemys geographica,1981,2443074,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,yes,
Graptemys ouachitensis,461,2443079,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,yes,
Graptemys pseudogeographica,922,9228211,Animalia,Chordata,Reptilia,Testudines,Emydidae,Graptemys,yes,
Grus canadensis,1035416,2474953,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,yes,
Gryllodes sigillatus,1486,1722299,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllodes,yes,
Gryllus pennsylvanicus,1401,1716748,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllus,yes,
Gymnorhinus cyanocephalus,52928,5229498,Animalia,Chordata,Aves,Passeriformes,Corvidae,Gymnorhinus,yes,
Gymnothorax mordax,4528,2404017,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,no,
Habronattus borealis,120,2170720,Animalia,Arthropoda,NA,Araneae,Salticidae,Habronattus,yes,
Habronattus coecatus,289,2170894,Animalia,Arthropoda,NA,Araneae,Salticidae,Habronattus,yes,
Habronattus pyrrithrix,311,2170876,Animalia,Arthropoda,NA,Araneae,Salticidae,Habronattus,yes,
Habronattus texanus,62,2170810,Animalia,Arthropoda,NA,Araneae,Salticidae,Habronattus,yes,
Haematopis grataria,3230,1991429,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Haematopis,yes,
Haematopus bachmani,177494,2480272,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,yes,
Haematopus palliatus,268458,2480273,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,yes,
Haemorhous cassinii,205335,8255548,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,yes,
Haemorhous purpureus,1402614,7804446,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,yes,
Haldea striatula,2701,2458160,Animalia,Chordata,Reptilia,Squamata,Natricidae,Haldea,yes,
Halictus confusus,8171,1353363,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,yes,
Halictus farinosus,878,1353425,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,yes,
Halictus ligatus,11710,1353451,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,yes,
Halictus poeyi,1047,1353384,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,yes,
Halictus rubicundus,3400,1353453,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,yes,
Halictus tripartitus,17496,1353319,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,yes,
Haliotis fulgens,6641,2293073,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,no,
Haloa japonica,143,6126571,Animalia,Mollusca,Gastropoda,Cephalaspidea,Haminoeidae,Haloa,no,
Halyomorpha halys,13254,4485843,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Halyomorpha,yes,Exotic
Halysidota cinctipes,99,1814357,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Halysidota,yes,
Halysidota harrisii,2542,1814365,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Halysidota,yes,
Halysidota schausi,535,1814359,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Halysidota,yes,
Halysidota tessellaris,12893,1814338,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Halysidota,yes,
Hamamelistes spinosus,163,2075372,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Hamamelistes,yes,
Hapithus agitator,541,1717340,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Hapithus,yes,
Haplotrema minimum,421,2295984,Animalia,Mollusca,Gastropoda,Stylommatophora,Haplotrematidae,Haplotrema,yes,
Haplotrema vancouverense,474,2295989,Animalia,Mollusca,Gastropoda,Stylommatophora,Haplotrematidae,Haplotrema,yes,
Harmonia axyridis,51579,4989904,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,yes,Exotic
Harmothoe imbricata,1120,2313557,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,no,
Harpaphe haydeniana,2168,4303100,Animalia,Arthropoda,Diplopoda,Polydesmida,Xystodesmidae,Harpaphe,yes,
Harrisina americana,1120,5105656,Animalia,Arthropoda,Insecta,Lepidoptera,Zygaenidae,Harrisina,yes,
Helicina orbiculata,1315,8789503,Animalia,Mollusca,Gastropoda,Cycloneritida,Helicinidae,Helicina,yes,
Heliconius charithonia,13883,1900233,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Heliconius,yes,
Helicorthomorpha holstii,37,1017372,Animalia,Arthropoda,Diplopoda,Polydesmida,Paradoxosomatidae,Helicorthomorpha,yes,
Helicoverpa zea,3089,1792564,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Helicoverpa,yes,
Hellula rogatalis,335,1879398,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Hellula,yes,
Helminthoglypta nickliniana,293,2296150,Animalia,Mollusca,Gastropoda,Stylommatophora,Xanthonychidae,Helminthoglypta,yes,
Helminthoglypta tudiculata,501,2296138,Animalia,Mollusca,Gastropoda,Stylommatophora,Xanthonychidae,Helminthoglypta,yes,
Helmitheros vermivorum,188149,2489603,Animalia,Chordata,Aves,Passeriformes,Parulidae,Helmitheros,yes,
Heloderma suspectum,698,2460817,Animalia,Chordata,Reptilia,Squamata,Helodermatidae,Heloderma,yes,
Helophilus fasciatus,3274,5071390,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Helophilus,yes,
Hemaris diffinis,4869,1861836,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hemaris,yes,
Hemaris thysbe,4340,1861851,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hemaris,yes,
Hemiargus ceraunus,6594,1927988,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Hemiargus,yes,
Hemidactylus mabouia,2657,5959942,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,yes,Exotic
Hemidactylus turcicus,8014,5221528,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,yes,Exotic
Hemigrapsus nudus,1647,2225773,Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,no,
Hemigrapsus oregonensis,1752,2225774,Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,no,
Hemigrapsus sanguineus,952,2225772,Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,no,
Hentzia palmarum,974,5172698,Animalia,Arthropoda,NA,Araneae,Salticidae,Hentzia,yes,
Herichthys cyanoguttatus,1397,2373136,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Herichthys,no,
Hermetia illucens,1791,1577153,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Hermetia,yes,
Hermissenda crassicornis,641,2292241,Animalia,Mollusca,Gastropoda,Nudibranchia,Myrrhinidae,Hermissenda,no,
Hermissenda opalescens,1962,8542531,Animalia,Mollusca,Gastropoda,Nudibranchia,Myrrhinidae,Hermissenda,no,
Herpetogramma bipunctalis,642,1882941,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Herpetogramma,yes,
Herpetogramma phaeopteralis,934,1882960,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Herpetogramma,yes,
Herpyllus ecclesiasticus,1589,2132839,Animalia,Arthropoda,NA,Araneae,Gnaphosidae,Herpyllus,yes,
Hesperiphona vespertina,299693,2494324,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Hesperiphona,yes,
Hetaerina americana,7610,1427142,Animalia,Arthropoda,Insecta,Odonata,Calopterygidae,Hetaerina,yes,
Hetaerina titia,1768,1427158,Animalia,Arthropoda,Insecta,Odonata,Calopterygidae,Hetaerina,yes,
Heterodon platirhinos,2278,5223730,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Heterodon,yes,
Heterodontus francisci,11884,5215678,Animalia,Chordata,Elasmobranchii,Heterodontiformes,Heterodontidae,Heterodontus,no,
Heterotilapia buttikoferi,41,9466990,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Heterotilapia,no,
Hileithia magualis,571,10874932,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Hileithia,yes,
Himantopus mexicanus,746140,5229128,Animalia,Chordata,Aves,Charadriiformes,Recurvirostridae,Himantopus,yes,
Hippiscus ocelote,730,1703174,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Hippiscus,yes,
Hippocampus erectus,12752,5201075,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,no,
Hippodamia convergens,13048,4989894,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hippodamia,yes,
Hippodamia variegata,661,1043082,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hippodamia,yes,
Histrionicus histrionicus,161721,2498224,Animalia,Chordata,Aves,Anseriformes,Anatidae,Histrionicus,yes,
Hofmannophila pseudospretella,176,1836899,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Hofmannophila,yes,
Holbrookia maculata,3066,2451433,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Holbrookia,yes,
Holocnemus pluchei,382,2149679,Animalia,Arthropoda,NA,Araneae,Pholcidae,Holocnemus,yes,
Homalodisca vitripennis,1534,2044814,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Homalodisca,yes,Exotic
Hormaphis hamamelidis,869,2078239,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Hormaphis,yes,
Hyalophora cecropia,2930,1865839,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Hyalophora,yes,
Hyalymenus tarsatus,895,2050160,Animalia,Arthropoda,Insecta,Hemiptera,Alydidae,Hyalymenus,yes,
Hydriomena nubilofasciata,348,1979427,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Hydriomena,yes,
Hydroprogne caspia,796111,2481236,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydroprogne,yes,
Hylaeus leptocephalus,166,1349573,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,yes,
Hylaeus modestus,1592,1349446,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,yes,
Hylephila phyleus,25605,5715127,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Hylephila,yes,
Hyles gallii,1689,1862728,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hyles,yes,
Hyles lineata,13914,1862841,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hyles,yes,
Hylocichla mustelina,1063538,2490872,Animalia,Chordata,Aves,Passeriformes,Turdidae,Hylocichla,yes,
Hymenia perspectalis,2031,1886374,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Hymenia,yes,
Hypena scabra,8898,9579730,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,yes,
Hypercompe scribonia,5085,1811079,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Hypercompe,yes,
Hyphantria cunea,7290,1817797,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hyphantria,yes,
Hypocritanus fascipennis,512,10880717,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Hypocritanus,yes,
Hypoprepia fucosa,3579,1806737,Animalia,Arthropoda,Insecta,Lepidoptera,Arctiidae,Hypoprepia,yes,
Hypsopygia olinalis,2560,10817208,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Hypsopygia,yes,
Hypsypops rubicundus,20648,2398736,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Hypsypops,no,
Icteria virens,437189,2489989,Animalia,Chordata,Aves,Passeriformes,Parulidae,Icteria,yes,
Icterus bullockii,432496,5229864,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,yes,
Icterus cucullatus,252078,5229882,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,yes,
Icterus galbula,1958293,2484340,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,yes,
Icterus parisorum,67853,5229930,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,yes,
Icterus pectoralis,27564,5229910,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,yes,Exotic
Icterus spurius,718916,5229935,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,yes,
Ictidomys tridecemlineatus,1380,7994322,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ictidomys,yes,
Ictinia mississippiensis,191893,2480719,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Ictinia,yes,
Idaea dimidiata,1996,5146677,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea,yes,
Idia aemula,5392,9407200,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Idia,yes,
Idia americalis,4729,9498206,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Idia,yes,
Ignelater havaniensis,40,6973713,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Ignelater,yes,
Iguana iguana,11918,2459658,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,yes,Exotic
Incilius alvarius,1607,2422432,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius,yes,
Incilius nebulifer,9468,2422404,Animalia,Chordata,Amphibia,Anura,Bufonidae,Incilius,yes,
Incisalia henrici,772,1921240,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Incisalia,yes,
